Nr.,Njësitë,AKP ID,Çmimi më i Lartë,Ofertuesi_1,Çmimi_1,Ofertuesi_2,Çmimi_2,Ofertuesi_3,Çmimi_3,source_file,page_number,Zyret Regjionale
59,Njësia nr.60: NBI Suhareka- Parcela 623-2 në ZK Sopi,PRZ006,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
60,Njësia nr.61: NBI Rahoveci – Parcelat 507-0 dhe 508-0 në Dejnë,PRZ011,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
61,Njësia nr.62: NBI Rahoveci - Parcela 1213-0 në ZK Radoste Rahovec,PRZ011,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
62,Njësia nr.63: NSh DLB - Parcela 114-0 ZK Vlashnje Prizren,PRZ009,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
63,Njësia nr.64: NSh DLB - Parcela 158-2 dhe 158-3 ZK Vlashnje Prizren,PRZ009,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
64,Njësia nr.65: NSh DLB - Parcela 648-0 ZK Vlashnje Prizren,PRZ009,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
65,Njësia nr.66: NSh DLB - Parcela 665-0 dhe 666-0 ZK Vlashnje Prizren,PRZ009,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
66,Njësia nr.67: NSh 25 Maji - Shitorja në Fshatin Kastërc,PRZ045,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
67,Njësia nr.68: NSh DLB - Parcela 281-0 ZK Dushanovë Prizren,PRZ009,30800.0,L19,30800.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
68,Njësia nr.69: NSh DLB - Parcela 285-0 ZK Dushanovë Prizren,PRZ009,15400.0,L20,15400.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
69,"Njësia nr.70: NSh “Sharrprodhimi” - Shitorja në fshatin Kuk, Dragash",PRZ007,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
70,"Njësia nr.71: NSh “Sharrprodhimi” - Shitorja në fshatin Baçkë, Dragash",PRZ007,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
71,Njësia nr.72: NSH Stacioni i Veterinarisë Rahovec - Asetet e luajtshme,PRZ063,0.0,0,0.0,0,0.0,0,0.0,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
,SHUMA TOTALE E PRANUAR NGA OFERTUESIT MË TË LARTË,,4315469.0,,,,,,,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
,TOTALI I OFERTAVE TE PRANUARA,,36.0,,,,,,,62B523FB-5DF9-478C-97DE-6007F70A8476.pdf,1,
1,Njësia nr. 01: Agrokultura Gjilan Toka në Nasalë,GJI004,35150.0,L35,35150.0,L149,28200.0,L125,22000.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
2,Njësia nr. 02: Agrokultura Toka në Velekincë (Lot A),GJI004,16100.0,L36,16100.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
3,Njësia nr. 03: Pasuria Bujqësore Toka në Papaz (Lot A),GJI011,2222.0,L130,2222.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
4,Njësia nr. 04: Pasuria Bujqësore Toka në Talinoc i Muhaxhereve (Lot A),GJI011,33333.0,L131,33333.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
5,Njësia nr. 05: Pasuria Bujqësore Toka në Tankosiç (Lot A),GJI011,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
6,Njësia nr. 06: Agromorava Toka në Pozharan (Lot F),GJI035,41610.0,L95,41610.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
7,Njësia nr. 07: Qëndresa Lokali 5 në Kamenicë,GJI101,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
8,Njësia nr. 09: KB Zhegra Toka në Zhegër (Lot B),GJI024,8150.0,L123,8150.0,L88,6800.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
9,Njësia nr. 10: R. Agushi Prona në Soponicë,GJI026,12887.0,L28,12887.0,L24,9500.0,L17,8900.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
10,Njësia nr. 11: Agromorava Toka në Sllatinë të Epërme (Lot A),GJI035,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
11,Njësia nr. 12: Agromorava Toka në Gërmovë,GJI035,17501.0,L50,17501.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
12,Njësia nr. 13: Agrokultura Toka në Gjilan (Lot B),GJI004,51101.0,L89,51101.0,L05,26010.0,L04,PARSE_ERROR: REF 9.6 (could not convert string to float: 'REF 9.6'),D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
13,Njësia nr. 14: Morava e Binçës Toka në Gllamë,GJI037,387100.0,L37,387100.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
14,Njësia nr. 15: Tokë Bujqësore në Frashër 1,MIT002,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
15,Njësia nr. 16: Tokë Bujqësore në Frashër 2,MIT002,26100.0,L52,26100.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
16,Njësia nr. 17: Produkti Tokë në Brojë 5,MIT008,5010.0,L19,5010.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
17,Njësia nr. 18: Produkti Tokë në Brojë 6,MIT008,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
18,Njësia nr. 19: Elan Tokë në Gllavotin,MIT012,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
19,Njësia nr. 20: Elan Tokë në Muhaxher i Epërm/Studime e Epërme,MIT012,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
20,Njësia nr. 22: Simpo Lokali në Gjilan,MIT048,666666.0,L114,666666.0,L90,366060.0,L34,301049.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
21,Njësia nr. 23: Simpo Lokali në Pejë,MIT048,630200.0,L09,630200.0,L79,401692.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
22,Njësia nr. 24: Parcela në Mitrovicën e Jugut,MIT109,151550.0,L96,151550.0,L98,143885.0,L119,131175.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
23,Njësia nr. 25: Elan Parcela 847 ZK Navolan,MIT012,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
24,Njësia nr. 26: Elan Toka në Kollë,MIT012,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
25,Njësia nr. 27: Transkosova Zyre në Prishtinë,MIT044,59999.0,L148,59999.0,L81,51500.0,L59,45250.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
26,Njësia nr. 28: Toka bujqësore në Llukavc të Thatë,PEJ035,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
27,Njësia nr. 29: KB Deçani - Toka bujqësore në Lumbardh,PEJ018,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
28,Njësia nr. 30: KB Deçani toka bujqësore në Maznik,PEJ018,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
29,Njësia nr. 31: KB Bec Toka në Kodrali të Becit,PEJ003,23555.0,L108,23555.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
30,Njësia nr. 32: KB Gurakoc - Toka bujqësore në Kovragë,PEJ035,30150.0,L51,30150.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
31,Njësia nr. 33: NSH Ereniku Prodhmitaria Primare - Toka në Babaj të Bokës,PEJ029,12555.0,L15,12555.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
32,Njësia nr. 34: Ereniku PP Toka në Rastavica D,PEJ029,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
33,Njësia nr. 35: NSH Bujqësia - Toka bujqësore në Çallapek,PEJ055,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
34,Njësia nr. 36: NSH Ereniku Prodhmitaria Primare - Toka bujqësore në Prilep,PEJ029,255500.0,L39,255500.0,L124,176000.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
35,"Njësia nr. 37: NT Koreniku Supermarketi nr.1, Istog",PEJ137,139500.0,L54,139500.0,L10,102400.0,L48,91300.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
36,"Njësia nr. 38: NT Koreniku Dyqani nr. 2, Banjë e Pejës",PEJ137,41250.0,L58,41250.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
37,"Njësia nr. 39: KB Baran Objekti i Administrates, Baran",PEJ044/PEJ055,32000.0,L110,32000.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
38,"Njësia nr. 40: NSH Produkt Dyqani në Rr. Dëshmorët e Kombit, Klinë",PEJ014,45200.0,L55,45200.0,L11,27200.0,L49,21100.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
39,Njësia nr. 41: Gërmia Supermarketi në Sllatinë,PRN093,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
40,"Njësia nr. 42: Gërmia Shitorja Arka, Obiliq",PRN093,6888.0,L143,6888.0,L18,4710.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
41,Njësia nr. 43: Gërmia Lokali nr.168 Ulpianë,PRN093,1800000.0,L128,1800000.0,L132,1799000.0,L116,1511000.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,1,
42,Njësia nr. 44: KB Kosova Tokë Bujqësore Konjuh I,PRN082,57000.0,L30,57000.0,L32,49000.0,L142,26999.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
43,Njësia nr. 45: KB Kosova Tokë Bujqësore Suhadoll II,PRN082,923999.0,L83,923999.0,L144,913874.0,L118,618889.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
44,Njësia nr. 46: Gërmia Shitorja nr.52 Prishtinë,PRN093,372550.0,L151,372550.0,L33,330000.0,L111,155556.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
45,Njësia nr. 47: Zetatrans Lokali Dardani,PRN139,112456.0,L145,112456.0,L147,92333.0,L146,78000.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
46,Njësia nr. 48: Urata Lokali nr.19 Dardani,PRN103,22000.0,L82,22000.0,L22,17100.0,L62,14532.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
47,Njësia nr. 49: Barnatorja Podujevë,PRN068,155556.0,L139,155556.0,L122,126000.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
48,Njësia nr. 50: Duhani Shitorja Lipjan,PRN091,26124.0,L02,26124.0,L127,11500.0,L21,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
49,Njësia nr. 51: Urata Shitorja nr.X Lipjan,PRN103,102000.0,L129,102000.0,L14,72000.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
50,Njësia nr. 52:NSH NBI Suhareka - Toka Bujqësore në Sallagrazhdë 4,PRZ006,41160.0,L101,41160.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
51,Njësia nr. 53: NSH NBI Suhareka - Prona në Dubravë 1,PRZ006,91100.0,L102,91100.0,L91,81599.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
52,Njësia nr. 54: NSH Lavërtari Blegtori - Tokë Bujqësore në Lubizhdë 1,PRZ009,55555.0,L45,55555.0,L06,53813.0,L103,41100.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
53,Njësia nr. 55: NSH Lavërtari Blegtori - Tokë Bujqësore në Lubizhdë 2,PRZ010,478325.0,L56,478325.0,L64,108888.0,L76,108888.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
54,Njësia nr. 56: NSH Vreshtaria - Toka Bujqësore në Novakë 7,PRZ010,171200.0,L105,171200.0,L43,160100.0,L57,128720.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
55,Njësia nr. 57: NSH Vreshtaria - Toka Bujqësore në Smaq 1,PRZ010,101150.0,L106,101150.0,L26,29501.0,L27,26000.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
56,Njësia nr. 58: NBI Rahoveci - Prona në Drenoc 1,PRZ011,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
57,Njësia nr. 59: NBI Rahoveci - Prona në Drenoc 2,PRZ011,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
58,Njësia nr. 60: NBI Rahoveci - Prona në Drenoc 3,PRZ011,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
59,Njësia nr. 61: NBI Rahoveci - Prona në Drenoc 6,PRZ011,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
60,Njësia nr. 62: NSH D.L.B Lavërtaria-Blegtoria - Tokë bujqësore Atmaxha 1,PRZ009,22018.0,L72,22018.0,L99,21629.0,L67,21370.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
61,Njësia nr. 63: NSH D.L.B Lavërtaria-Blegtoria - Tokë bujqësore Atmaxha 3,PRZ009,114248.0,L73,114248.0,L100,106726.0,L68,105786.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
62,Njësia nr. 64: NSH D.L.B Lavërtaria-Blegtoria - Tokë bujqësore - Hoqa e Qytetit,PRZ009,7700.0,L107,7700.0,L66,7561.0,L71,5160.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
63,Njësia nr. 65: NSH D.L.B Lavërtaria-Blegtoria - Prona në Medvec 1,PRZ009,0.0,0,0.0,0,0.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
64,Njësia nr. 66: NSH Koritniku - Shitorja nr.1 në Dragash,PRZ037,16100.0,L40,16100.0,L42,13900.0,0,0.0,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
SHUMA TOTALE E PRANUAR NGA OFERTUESIT MË TË LARTË,,,7401518.0,,,,,,,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
TOTALI I OFERTAVE TE PRANUARA,,,151.0,,,,,,,D2692948-9A39-472B-ACD5-CFB9B5741FD1.pdf,2,
,,MIT039,51500.0,L32,51500.0,L18,51153.0,L29,47100.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
2,Njësia nr.02: Lux Lokali Nash Dom I në Mitrovicën Veriore,MIT039,55400.0,L34,55400.0,L24,51234.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
3,Njësia nr.03: Lux Lokali Nash Dom II në Mitrovicën Veriore,MIT039,41100.0,L10,41100.0,L33,36500.0,L41,35200.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
4,Njësia nr.04: Lux Lokali Pozamanterija në Mitrovicën Veriore,MIT039,33103.0,L28,33103.0,L38,32362.0,L46,23358.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
5,Njësia nr.05: Lux Lokali Treshnja në Mitrovicën Veriore,MIT039,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
6,Njësia nr.06: IMB Lokali 33 në Mitrovicën Veriore,MIT001,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
7,Njësia nr.07: LUX Lokali Rudar në Tunelin e Parë,MIT039,5350.0,L36,5350.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,ZR MITROVICË
8,Njësia nr.08: Lux “Vetëshërbimi Tunel” në Tunel i Parë,MIT039,16350.0,L37,16350.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
9,Njësia nr.09: Çyçavica Lokali ”Lasta” në Prilluzhë,MIT042,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
10,Njësia nr.10: Çyçavica Lokali “Sitnica” në Prilluzhë,MIT042,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
11,Njësia nr.11: IMB Lokali 28 në Mitrovicën Veriore,MIT001,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
12,Njësia nr.12: Agrokultura Depo në Bare,MIT002,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
13,Njësia nr.13: Parcela 199-3 ZK Dranashiq,PEJ172,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
14,"Njësia nr.14: Parcelat nr. 227-2, 227-19 dhe 227-37 ZK Kosh",PEJ172,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
15,Njësia nr.15: Parcela nr. 599-2 dhe 599-3 në ZK Kaliqan,PEJ033,70000.0,L27,70000.0,L35,55500.0,L26,50011.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
16,Njësia nr.16: Parcela nr. 280-1 në ZK Dubravë,PEJ036,70777.0,L50,70777.0,L16,70131.0,L51,65000.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,ZR PEJË
17,Njësia nr.17: Parcela nr.261-5 në ZK Dubravë,PEJ036,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
18,Njësia nr.18: Parcela nr. 362-9 dhe 362-14 në ZK Bërkovë,PEJ038,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
19,Njësia nr.19 Turist Kosova Lokali në Mitrovicë,PRN130,51111.0,L43,51111.0,L47,42378.0,L08,40101.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,ZR PRISHTINË
20,Njësia nr.20: NSh Zhupa Reqane - Prona në Llokvicë 1,PRZ043,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
21,Njësia nr.21: NSh Zhupa Reqane - Prona në Llokvicë 2,PRZ043,55501.0,L17,55501.0,L01,10666.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
22,Njësia nr.22: NSh Zhupa Reqane - Prona në Llokvicë 3,PRZ043,30112.0,L15,30112.0,L20,28050.0,L13,11300.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
23,Njësia nr.23: NSh Zhupa Reqane - Prona në Llokvicë 4,PRZ043,5777.0,L02,5777.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
24,Njësia nr.24: NSh Zhupa Reqane - Prona në Llokvicë 5,PRZ043,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
25,Njësia nr.25: NSh Zhupa Reqane - Prona në Sredskë 1,PRZ043,5674.0,L03,5674.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
26,Njësia nr.26: NSh Zhupa Reqane - Prona në Sredskë 2,PRZ043,15555.0,L04,15555.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
27,Njësia nr.27: NSh Zhupa Reqane - Prona në Sredskë 3,PRZ043,10444.0,L05,10444.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
28,Njësia nr.28: NSh Zhupa Reqane - Prona në Sredskë 4,PRZ045,33333.0,L21,33333.0,L06,10777.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,ZR PRIZREN
29,Njësia nr.29: NSh Zhupa Reqane - Prona në Sredskë 5,PRZ046,23130.0,L22,23130.0,L07,10777.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
30,"Njësia nr.30: NSh NBI Rahoveci - Prona në Radost 2, Rahovec",PRZ011,1200.0,L40,1200.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
31,"Njësia nr.31: NSh NBI Rahoveci - Prona në Radost 5, Rahovec",PRZ011,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
32,"Njësia nr.32: NSh NBI Rahoveci - Prona në Radost 6, Rahovec",PRZ011,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
33,Njësia nr.33: NSh Zadruga Shtërpce - Prona në Biti e Epërme 16,GJI033,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
34,Njësia nr.34: NSh Zadruga Shtërpce - Prona në Biti e Epërme 18,GJI033,1706.0,L31,1706.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
35,Njësia nr.35: NSh Zhupa Reqane - Prona në Drajçiq,PRZ043,0.0,0,0.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
36,Njësia nr.36: NSH Zhupa-Recane– Shitorja nr. 7 në Llokvicë,PRZ043,9555.0,L42,9555.0,0,0.0,0,0.0,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
SHUMA TOTALE E PRANUAR NGA OFERTUESIT MË TË LARTË,,,586678.0,,,,,,,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
TOTALI I OFERTAVE TE PRANUARA,,,52.0,,,,,,,73CBC8C0-7FBF-48DD-A558-85F62140489E.pdf,1,
1,Njësia nr.01-Pasuria Bujqësore Toka në Prelez i Muhaxherëve (Lot C),GJI011,10555.0,L19,10555.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
2,Njësia nr.02-Morava Partesh Budriga e Poshtme (Lot B),GJI018,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
3,Njësia nr.03-Morava Partesh Budriga e Poshtme (Lot C),GJI018,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
4,Njësia nr.04-Zhivko Vasiç Toka në Petroc (Lot D),GJI027,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
5,Njësia nr.05-Agromorava Toka në Budrigë të Epërme (Lot A),GJI035,10191.0,L27,10191.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
6,Njësia nr.06-Agromorava Toka në Budrigë e Epërme (Lot B),GJI035,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
7,Njësia nr.07-Agromorava Tokë në Gushicë (Lot A),GJI035,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
8,Njësia nr.08-Agromorava Toka në Pozharan (Lot F),GJI035,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
9,Njësia nr.09-Tefik Çanga Toka në Busi (Lot B),GJI110,7000.0,L57,7000.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
10,Njësia nr.10-Tefik Çanga Toka në Busi (Lot C),GJI110,43200.0,L03,43200.0,L56,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
11,Njësia nr.11-Pasuria Bujqësore Toka në Rahovicë (Lot K),GJI011,2011.0,L34,2011.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
12,Njësia nr.12-Morava Partesh Toka në Cërnicë (Lot C),GJI018,19500.0,L08,19500.0,L36,16693.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
13,Njësia nr.13-KB Zhegra Toka në Zhegër (Lot C),GJI024,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
14,Njësia nr.14-Depoja e vjetër e Transkosovës në Zhabar të Epërm,MIT044,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
15,Njësia nr.15-Ngastra 1064-0 në Klinë të Epërme,MIT008,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
16,Njësia nr.16-KB Prelluzha Parcela 00118-0,MIT092,2363.0,L28,2363.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
17,Njësia nr.17-Parcela nr.126-9 ZK Baicë,PEJ194,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
18,Njësia nr.18-KB Gurrakoci-Parcela nr.399-2 dhe 400-2 ZK Kovragë,PEJ035,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
19,Njësia nr.19-KB Burimi-Parcela nr.177-2 dhe 177-3 ZK Baicë,PEJ033,0.0,0,0.0,0,0.0,0,0.0,2B8B3DD2-7A05-436F-B676-3ED255C7F788.pdf,1,
