single-post href,title
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(160).pdf,Shërbimet e transportit me marimangë-RITENDER 22.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(70).pdf,Shërbime te menagjimit te parkingjeve ne Qytetin e Prishtinës 21.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(159).pdf,Mirëmbajtja verore e rrugëve dhe trotuareve ne qytetin e Prishtinës - pjesa e II-te 21.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(69).pdf,"Furnizimi,prodhimi dhe vendosja e numrave të adresave në Komunën e Prishtinës 18.03.2019"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(158).pdf,Furnizimi me pajisje mjekësore për QKMF dhe QMU –Ritender lloto 6 18.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(68).pdf,Ndërtimi i infrastrukturës në disa rrugë të fshatit Hajvali dhe të fshatit Mramor në Prishtinë 15.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(157).pdf,Furnizimi me dyshek për çerdhen në Kodrën e Trimave 15.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(156).pdf,Furnizim me tripod projektora dhe drona 15.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(67).pdf,"Furnizmi, montimi dhe servisimi i gjeneratorëve 08.03.2019"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(155).pdf,Ndërtimi i bazës së monumentit New Born 08.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_4.pdf,"Rikonstruimi i rrugëve Drenica,Ukshin Hoti,Robert Doll dhe asfaltimi i shtresës se fundit te mbistruktures se rruges Enver Maloku - RITENDER 04.03.2019"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(2).pdf,Rregullimi me zhavorr I parkingut për autobusët e trafikut urban ne Matiçan 04.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(20).pdf,Ndertimi i rruges Elez Berisha te qendra tregtare Avori 04.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(66).pdf,Sinjalizimi horizontal dhe vertikal i rrugeve - faza e II-te 2018 04.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(154).pdf,"Sanimi me zhavor i rrugëve sekondare ,në Teritorin e Komunës së Prishtinës 04.03.2019"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(65).pdf,Sanimi i rrugeve dhe ndertimi i mureve ne lagjen Vneshta dhe Kodra e Trimave 04.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(153).pdf,Rrenimi i objekteve te ndertuara pa leje - procedure emergjente 04.03.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(152).pdf,Ndërtimi i kanalizimit fekal dhe atmosferik mbrapa sheshit Zahir Pajaziti - Prishtinë 22.02.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(151).pdf,Ndertimi i rruges Deshmoret e Sharbaneve ne Kolevicë 18.02.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(150).pdf,Ndërtimi i disa rrugëve në Lagjen Sofali krah të rrugës Trepça dhe disa rrugëve në Lagjen Kodra e Trimave krah të rrugës Dalip Alshiqi dhe Kalabri 15.02.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(149).pdf,Pastrimi i objekteve shkollore 04.02.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(64).pdf,"Mirembajtja dimerore e rrugeve dhe trotuareve, debllokimi i kanalizimit atmosferik 28.01.2019"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(148).pdf,"Mirembajtja dimerore e rrugeve dhe trotuareve ,debllokimi i kanalizimit atmosferik-LOT 5 28.01.2019"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(147).pdf,Furnizimi dhe montimi i rafteve për Arkivin e Drejtorisë së Urbanizmit - Komuna e Prishtinës 25.01.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(146).pdf,Transporti i nxënësve dhe arsimtarëve - Lot 21 21.01.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(63).pdf,Sanimi I gropave dhe deformimeve te shtresave te asfaltit ne rrugët dhe trotuaret e Komunës se Prishtinës 14.01.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(145).pdf,Dekorimi i qytetit për festat e fund vitit 14.01.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(144).pdf,Ndërtimi i parkut në lagjen Arbëria 14.01.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(143).pdf,Mirëmbajtën e ngrohjes qendrore ne Shkollat dhe institucioneve tjera Komunale 11.01.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(142).pdf,Mirmbajtja dimrore e rrugve rurale 07.01.2019
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(141).pdf,"Rikonstruimi I rruges dhe trotuareve ne rrugen ""Sheshi I Arberit"" 03.01.2019"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(140).pdf,Ndërtimi i krahut të rrugës dhe kanalizimit fekal te lagja Leci-Prugovc 31.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(62).pdf,Sanimi-ngritja e kapakeve te pusetave ne rruget dhe trotuaret ne Komunën e Prishtinës 27.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(139).pdf,Furnizimi me material shpenzues për shërbime stomatologjike 24.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(138).pdf,Rrethrrotullimi Lakrishtë-Rrethrrotullimi Arbëri 21.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(61).pdf,Furnizimi me perde për institucionet Arsimore 21.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(60).pdf,Furnizim me pije dhe artikuj te tjerë për nevojat e Byfes se Komunës 17.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(137).pdf,Vlerësimi Strategjik Mjedisor për Planin e Mobilitetit te Qëndrueshëm Urban 17.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(19).pdf,Renovimi i ndërtesave për mbrojtje të trashëgimisë kulturore 14.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(59).pdf,Furnizim me material shpenzues për RO- kabinetin 14.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(58).pdf,Deponia e mbeturinave prapa Shkollës Model 10.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(136).pdf,"Çvendosja vertikale e gypit metalik të sistemit të ujitjes ""Iber Lepenc""në Kalabri-Ritender 10.12.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(135).pdf,Dekorimi i qytetit për festa të fundvitit 10.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(134).pdf,Riparimi i shkalleve përreth ndërtesave kolektive 07.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(18).pdf,Furnizimi dhe montimi me paisje për Qendrën Kulturore Kino Armata 03.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(57).pdf,Ndertimi i hyrjes ne Kino Armata 03.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(133).pdf,Trajtimi i qenëve endacak 03.12.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(132).pdf,Pastrimi i shkollave 30.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(17).pdf,Vazhdimi i ndërtimit të rrugës Sharban - KOLIQ - Prishtinë 29.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(56).pdf,Mirembajtja emergjente dimerore e rrugeve dhe trotuareve te qytetit 29.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(131).pdf,"Organizimi i panairit ""Blej shqip 2018"" 29.11.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(130).pdf,Pastrimi dhe dezinfektimi emergjent i podrumeve dhe garazhave në rrugen B 26.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(55).pdf,Ndertimi i rruges nga Flotacioni lagja Vakovc- Marevc 23.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(129).pdf,Furnizimi me inventar per drejtorine e prones 23.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(128).pdf,"Furnizim me fotokopje , llaptop dhe projektor-Shtese 19.11.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(127).pdf,"Rikonstruimi i rrugeve ""Holgen Petersen"" dhe ""Ulëza"" 16.11.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(126).pdf,"Ingjizimet Gjeodezike për zonat,Qagllavicë dhe Hajvali 15.11.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(16).pdf,Furnizimi me pajisje mjekësore për QKMF dhe QMU 12.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(54).pdf,Dekorimi i qytetit për festa të fundvitit 12.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(125).pdf,Ndërtimi i këndeve të lodrave dhe fushave sportive në Komunën e Prishtinës 12.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(15).pdf,"Asfaltimi i rruges Matiqan, Butovc, Kolovice 09.11.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(53).pdf,Rregullimi i varrezave të dëshmorëve në Viti të Marecit - Prishtinë 09.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(124).pdf,"Furnizimi dhe montimi i kaldasë në shkollën ""Mehmet Xhevori"" 09.11.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(123).pdf,Furnizimi me drunjë dekorativ në hapësirat dhe parqet e qytetit të Prishtinës 05.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(52).pdf,"Punë shtesë-Ndërtimi i kanalizimit fekal tek Rezonanca , ndërtimi i kanalzimit fekal, atmosferik si dhe ujësjellësit në rrugën Bedri Pejani&Andrea Gropa, ndërtimi i kanalizimit fekal dhe kanalizimit atmosferik në rrugën Meto Bajraktari&Cajupi 05.11.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(122).pdf,Furnizime per zyre me material te shtypur dhe materiale tjera te cilat nuk jane te perfshira ne kontraten e AQP-se 05.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(51).pdf,Renovime dhe Rindërtime 02.11.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(121).pdf,"Ndërtimi i rrugës ""Rimanisht- Sharban""-Prishtinë 02.11.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(14).pdf,Sanimi i kanalizimit fekal (ujrave te zeza) ne rrugen B 29.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(50).pdf,Furnizim me material shpenzues për shërbime laboratorike dhe RO- kabineti- Lot I 29.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(120).pdf,"Ndertimi i kanalizimit fekal,atmosferik, ujesjellesit si dhe rikonstruktimi i rruges dhe trotuareve ne lagjen Sofalia per rruget Shpetim Robajdhe Sabit Mushica 29.10.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(119).pdf,"Ndërtimi i sallës së edukates fizike te shkollës ""Avni Rrustemi"" Mramor 26.10.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(13).pdf,Mirembajtja e pajisjeve mjekesore 22.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(49).pdf,Transporti i nxënësve dhe arsimtarëve 22.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(118).pdf,"Hartimi i projekteve per objekte, plotësim i objekteve per projekt dhe shqyrtim i konstruksionit nga aspekti i stabilitetit dhe funksionalitetit 22.10.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(12).pdf,Furnizim me inventarë per nevojat e Institucioneve Shëndetësore dhe sociale 19.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(48).pdf,"Rekonstruimi i rruges dhe trotuareve ne rrugen ""Vellezerit Fazliu"" 19.10.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(117).pdf,"""Rekonstruktimi i rrugës Ndue Përlleshi dhe rrugës Shaqir Igrishta ""- Prishtinë 19.10.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(11).pdf,"Furnizimi dhe montimi i totemave, sinjalizuesve turistik 15.10.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(47).pdf,Transporti i nxënësve dhe arsimtarëve 15.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(116).pdf,Hartimi i projekteve për implementimin e standardit për siguri dhe mbrojtje të lëndës arkivore 15.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(115).pdf,"Ndërtimi i sallës së edukates fizike te shkollës ""Avni Rrustemi"" Mramor 12.10.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(114).pdf,Transporti i nxënësve dhe arsimtarëve 11.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(113).pdf,Ndërtimi i parkut ne Mat 08.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(10).pdf,"Furnizim me paisje te TI-së- Server, Kompjuter,Llaptop 05.10.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(46).pdf,Mirëmbajtja dhe pastrimi i objektit të ri komunal dhe disa institucioneve tjera komunale 05.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(112).pdf,Ndërtimi i Konstruksioneve metalike për përvjetorin e arkitektit Rexhep Luci 04.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(1).pdf,"Regjenerime urbane -Rregullimi i oborreve të shkollave ""Elena Gjika'dhe ""Dardania"" 01.10.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(9).pdf,Furnizimi me autoambulanca per nevojat e QKMF-se dhe QMU-ve 01.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(45).pdf,Riparimi dhe rregullimi i ashensorëve 01.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(111).pdf,Shpimi i puseve dhe ndertimi i sistemit të ujitjes për gjelbrim 01.10.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(44).pdf,"Furnizimi me makineri, pajisje për bartjen e mbeturinave 28.09.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(110).pdf,Kryerja e sherbimeve te ankandit publik  27.09.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(109).pdf,"Rikonstruimi i rruges Eqrem Qabej nga udhekryqi i Katerdrales deri tek Udhekryqi i Mensese se studenteve si dhe rikonstruimi i rruges Shkodra,Raim Kiçina dhe Fan Noli ne lagjen Tasligje 14.09.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(43).pdf,Zgjerimi dhe modernizimi i rrejtit të ndriqimit publik- Faza II  10.09.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(108).pdf,Furnizimi me material pedagogjik shkollor -Dukagjini 10.09.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(107).pdf,Furnizimi me material pedagogjik -Libri shkollor 10.09.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(106).pdf,"Ndërtimi i rrugës lidhëse me rrugët:Fatime Sokoli, Vehap Shita dhe Tahir Zajmi 07.09.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(105).pdf,"Furnizim me llaptop, projektor dhe aparate fotokopjuese për institucionet arsimore 03.09.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(42).pdf,Furnizim me material shpenzues për shërbime laboratorike dhe RO- kabineti 23.08.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(104).pdf,"Ndërtimi i Laboratorit në SHMT ""28 Nëntori"" Prishtinë-faza e dyte 23.08.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(103).pdf,"Furnizim me paisje elektronike,elektrike dhe mekanike llot III -Ritender  17.08.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(41).pdf,Renovimi i garazhes se Trafikut Urban faza II 13.08.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(102).pdf,Furnizimi me 10 aparata fotografik proefesional për nevoja të Komunës 13.08.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(101).pdf,"Ndërtimi i rrugëve Evlija Çelebi, Luan Qelaj dhe Halil Alidemaj 10.08.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(40).pdf,Ofrimi i shërbimeve të përkthimit 30.07.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(100).pdf,Furnizimi me dy instrumente gjeodezike per monitorimin dhe kontrollimin e objekteve ndertimore 30.07.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(39).pdf,Renovimi i objekteve të trashëgimisë kulturore 23.07.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(99).pdf,"Blerja e pajisjeve hidraulike për AKRR,gypa-zorrë dhe ekstrakt-shkumë për BPZ-Prishtinë 23.07.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(98).pdf,"Pastrimi i objekteve të Komunës së Prishtinës - Objekti i vjetër i Komunës, Objekti i Inspekcionit, Objekti i ri i Arkivit Komunal, Objekti i Qendrës për Punë Sociale si dhe Objekte tjera sipas nevojës 23.07.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(38).pdf,Renovimi i zyreve në objektin e vjetër të Komunës 20.07.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(97).pdf,Rikonstruksionii dhe gëlqerosja ne Intstitucionet Arsimore 20.07.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(96).pdf,Furnizimi me libra për Drejtorin e Kulturës 16.07.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(95).pdf,Ofrimi i shërbimeve për organizime dhe manifestime kulturore rinore dhe sportive 12.07.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(8).pdf,"Furnizim me paisje elektronike,elektrike dhe mekanike 09.07.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(37).pdf,Furnizimi me rekuizita sportive per shkollat e komunes se Prishtines 09.07.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(94).pdf,"Furnizim me llaptop, projektor dhe aparate fotokopjuese për institucionet arsimore 09.07.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(93).pdf,Sigurimi fizik i objekteve të Komunës së Prishtinës 05.07.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(92).pdf,Angazhimi i përmbaruesve privat për inkasimin e gjobave komunale 25.06.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(91).pdf,"Vaksionimi i gjedheve, kafshëve te imëta dhe qenve shtëpiak 25.06.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(90).pdf,Furnizimi me toner p[r nevojat e Komunes se Prishtines 18.06.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(89).pdf,Sanimi I rrëshqitjeve te dheut 15.06.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(88).pdf,"Mirmbajtja ,servisimi i paisjeve të TI-së ,Komunës ,shkollave dhe Institucioneve tjera Komunale 15.06.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(36).pdf,Zgjerimi dhe modernizimi i rrejtit të ndriqimit publik 11.06.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(87).pdf,"Furnizimi me material elektrik,material hidrosanitar,material te bravarise ,vegla dhe rroba pune per nevojat e Komunes 11.06.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(86).pdf,Sigurimi fizik i objekteve të Komunës së Prishtinës 04.06.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(35).pdf,"Furnizim me llaptop, projektor dhe aparate fotokopjuese për institucionet arsimore 04.06.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(85).pdf,Furnizimi me qumësht për puntorët e Komunës së Prishtinës 04.06.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(34).pdf,Furnizimi me dru 04.06.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(84).pdf,Furnizimi dhe vendosja e shtyllave antiparking për lirimin e hapësirave publike dhe gjelbruese 04.06.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(83).pdf,Furnizimi me drunjë dekorativ në hapësirat dhe parqet e qytetit të Prishtinës 31.05.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(85).pdf,Furnizimi i bibliotekave shkollore me libra në Komunën e Prishtinës 28.05.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(84).pdf,"Blerja e pajisjeve hidraulike për AKRR,gypa-zorrë dhe ekstrakt-shkumë për BPZ-Prishtinë 28.05.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(83).pdf,Pastrimi i ambienteve të trashëgimisë në objektin e ish-konsullatës dhe objektet përcjellëse 28.05.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(82).pdf,Sigurimi fizik i objekteve te komunes 21.05.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(81).pdf,"Vaksionimi i gjedheve, kafshëve te imëta dhe qenve shtëpiak 14.05.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(80).pdf,Mirembajtja verore e rrugeve dhe trotuareve ne qyrtetin e Prishtines 14.05.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(33).pdf,Furnizim me material Administrativ Shëndetsorë 14.05.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(79).pdf,Deratizimi i podrumeve dhe garazheve publike në qytetin e Prishtinës dhe deratizimi i rrjetit të kanalizimit në qytetin e Prishtinës 14.05.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(78).pdf,Dezinsektimi hapësinor i Komunës se Prishtinës 10.05.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(32).pdf,"Sigurimi, vendosja e pajisjeve dhe shërbimet e monitorimit të sistemit të alarmit ndaj thyerjeve - vjedhjeve dhe intervenimit me patroll mobile për tri Njësi të Qendrës për Punë Sociale 30.04.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(77).pdf,Furnizim me tepi për çerdhe 30.04.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(76).pdf,Manifestimi i diteve nderkombetare mjedisore sipas kalendarit mjedisor 20.04.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(75).pdf,Furnizimi me rekuizita sportive per shkollat e komunes se Prishtines 20.04.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(74).pdf,Furnizimi me pelet 19.04.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(31).pdf,Furnizimi i institucioneve parashkollore me material didaktik 19.04.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(73).pdf,Furnizimi dhe montimi i xhamave ne shkollat dhe Institucionet tjera komunale 19.04.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(30).pdf,"Dezinfektimi,dezinsektimi dhe deratizimi i instutucioneve arsimore 16.04.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(72).pdf,Furnizim me artikuj ushqimor per nevojat e Kuzhines të Institucioneve Parashkkollore ne Prishtinë 16.04.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(29).pdf,Rregullimi i vendeve të kontejnerve në zonën urbane të qytetit 16.04.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(71).pdf,"Blerja e pajisjeve hidraulike për AKRR,gypa-zorrë dhe ekstrakt-shkumë për BPZ-Prishtinë 16.04.2018"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(70).pdf,Furnizimi me drunjë dekorativ në hapësirat dhe parqet e qytetit të Prishtinës 30.03.2018
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(28).pdf,Furnizim me inventar per shkolla 29.03.2018
